target_resolved,target_symbol,address_class,write_count,write_pcs,write_classes,widths,bitmasks,indexed_write_count,unresolved_indexed_write_count,routine_labels,dispatcher_contexts,candidate_roles,highest_confidence,hardware_reachability_status,diagnostic_only_status,preserved_driver_relevance,keep_drop_replace_candidate,review_priority,notes
$016C,L016C,internal_ram:1,1,EAE0,store:1,8:1,,0,0,LEAE0,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$016D,L016D,internal_ram:1,1,EB13,store:1,8:1,,0,0,LEB13,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$016E,L016E,internal_ram:1,1,EB49,store:1,8:1,,0,0,LEB49,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$016F,L016F,internal_ram:1,1,EB7D,store:1,8:1,,0,0,LEB7D,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0172,L0172,internal_ram:1,1,EEB8,store:1,8:1,,0,0,LEEB8,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0173,L0173,internal_ram:1,1,EF27,store:1,8:1,,0,0,LEF27,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0174,L0174,internal_ram:1,1,EBBC,store:1,8:1,,0,0,LEBBC,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0175,L0175,internal_ram:1,1,EC29,store:1,8:1,,0,0,LEC29,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0176,L0176,internal_ram:1,1,EC75,store:1,8:1,,0,0,LEC75,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0177,L0177,internal_ram:1,1,EF84,store:1,8:1,,0,0,LEF84,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0178,L0178,internal_ram:1,1,ECC8,store:1,8:1,,0,0,LECC8,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0179,L0179,internal_ram:1,1,ECFB,store:1,8:1,,0,0,LECFB,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$017A,L017A,internal_ram:1,1,ED3A,store:1,16:1,,0,0,LED3A,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$017C,L017C,internal_ram:1,1,ED7C,store:1,8:1,,0,0,LED7C,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$017D,L017D,internal_ram:1,1,EDBD,store:1,8:1,,0,0,LEDBD,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$017E,L017E,internal_ram:1,1,EDFE,store:1,8:1,,0,0,LEDFE,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$017F,L017F,internal_ram:1,1,F02B,store:1,8:1,,0,0,LF02B,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0180,L0180,internal_ram:1,1,F0A9,store:1,8:1,,0,0,LF0A9,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0181,L0181,internal_ram:1,1,F12D,store:1,8:1,,0,0,LF12D,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0182,L0182,internal_ram:3,3,E94A;E962;F3C3,store:3,8:3,,0,0,LE939;LE94F;LF387,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0183,L0183,internal_ram:3,3,E966;E975;F3C6,store:3,8:3,,0,0,LE966;LE96B;LF387,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0184,L0184,internal_ram:3,3,E9F8;EA0F;F3C9,store:3,8:3,,0,0,LE9F8;LE9FD;LF387,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0185,L0185,internal_ram:3,3,E9E4;E9F4;F3CC,store:3,8:3,,0,0,LE9D5;LE9E7;LF387,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0187,L0187,internal_ram:2,2,D5A6;D688,store:2,8:2,,0,0,LD5A0;LD686,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0188,L0188,internal_ram:1,1,B3AC,store:1,8:1,,0,0,LB3AA,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$018C,L018C,internal_ram:1,1,BFEF,store:1,8:1,,0,0,LBFEF,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$018D,L018D,internal_ram:1,1,BEE6,store:1,8:1,,0,0,LBEE6,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$018E,L018E,internal_ram:2,2,BEC5;BEDD,store:2,8:2,,0,0,LBEBC;LBED7,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$018F,L018F,internal_ram:3,3,C09F;C1DB;C2B3,store:3,8:3,,0,0,LC09C;LC1D8;LC2B1,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0190,L0190,internal_ram:1,1,C28D,store:1,16:1,,0,0,LC285,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0192,L0192,internal_ram:4,4,C278;C29A;C29D;C2A1,read_modify_write:3|clear:1,8:4,,0,0,LC271;LC285,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0195,L0195,internal_ram:1,1,B3D2,store:1,8:1,,0,0,LB3C9,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0198,L0198,internal_ram:1,1,BCB6,store:1,8:1,,0,0,LBCB6,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0199,L0199,internal_ram:1,1,BCB3,store:1,8:1,,0,0,LBCB3,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$019A,L019A,internal_ram:4,4,B3B5;B41E;B446;B475,store:4,16:4,,0,0,LB3AA;LB417;LB446;LB475,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01A1,L01A1,internal_ram:1,1,F22B,store:1,8:1,,0,0,LF20D,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01A2,L01A2,internal_ram:2,2,740C;B03F,store:2,16:2,,0,0,L73DB;LB033,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01A4,L01A4,internal_ram:1,1,B080,store:1,8:1,,0,0,LB080,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01A5,L01A5,internal_ram:2,2,B069;B079,clear:1|store:1,8:2,,0,0,LB05E;LB06E,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01A6,L01A6,internal_ram:1,1,B1EC,store:1,8:1,,0,0,LB1EC,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01A7,L01A7,internal_ram:1,1,B16D,store:1,16:1,,0,0,LB164,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01A9,L01A9,internal_ram:1,1,B167,store:1,16:1,,0,0,LB164,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01AB,L01AB,internal_ram:2,2,AF08;AF20,store:1|read_modify_write:1,8:2,,0,0,LAF00;LAF1B,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01AC,L01AC,internal_ram:1,1,B1FC,store:1,16:1,,0,0,LB1F0,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01AE,L01AE,internal_ram:2,2,D022;D03A,store:2,8:2,,0,0,LD022;LD02C,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01AF,L01AF,internal_ram:1,1,D2AE,store:1,8:1,,0,0,LD2AE,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01B0,L01B0,internal_ram:1,1,D0E7,store:1,8:1,,0,0,LD0E7,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01B1,L01B1,internal_ram:1,1,D104,store:1,8:1,,0,0,LD104,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01B2,L01B2,internal_ram:1,1,D14A,store:1,16:1,,0,0,LD13C,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01B4,L01B4,internal_ram:1,1,D186,store:1,8:1,,0,0,LD183,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01B5,L01B5,internal_ram:3,3,7402;D1A0;D1F2,store:3,8:2|16:1,,0,0,L73DB;LD1A0;LD1F2,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01B7,L01B7,internal_ram:1,1,D1C7,store:1,16:1,,0,0,LD1BB,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01B9,L01B9,internal_ram:2,2,D156;D1CD,store:2,8:2,,0,0,LD14E;LD1BB,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01BA,L01BA,internal_ram:2,2,D229;D234,store:2,8:2,,0,0,LD229;LD233,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$01BB,L01BB,internal_ram:1,1,CA49,store:1,8:1,,0,0,LCA30,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
